date,week_start,host_name,lang,page_path,page_title,channel_group,device_category,screen_page_views,active_users,sessions,engagement_rate,bounce_rate,avg_engagement_seconds,key_events,total_revenue,pulled_at
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/recomputer-mini-jetson-series,reComputer Mini Jetson™ | Seeed Studio,Direct,desktop,2,2,2,0.5,0.5,18.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/recomputer-mini-jetson-series,reComputer Mini Jetson™ | Seeed Studio,Paid Search,desktop,2,2,3,0.6667,0.3333,4.33,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/recomputer-r1000-series-raspberry-pi-iot-gateway-controller-cm4-powered-ai-capable,reComputer R1000 Series | Seeed Studio,Unassigned,desktop,2,2,2,1.0,0.0,7.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/recomputer-super-jetson-series,reComputer Super Jetson™ | Seeed Studio,AI Assistant,desktop,2,1,1,1.0,0.0,35.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/recomputer-super-jetson-series,reComputer Super Jetson™ | Seeed Studio,Organic Search,mobile,2,2,2,1.0,0.0,15.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/rerouter-cm4-raspberry-pi-based-mini-router-travel-router-dual-gigabit-ethernet-openwrt-os,reRouter | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,62.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/rerouter-cm4-raspberry-pi-based-mini-router-travel-router-dual-gigabit-ethernet-openwrt-os,reRouter | Seeed Studio,Unassigned,desktop,2,2,3,0.6667,0.3333,26.67,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/respeaker-flex-4-mic-array,reSpeaker Flex: 4-mic array | Seeed Studio,AI Assistant,desktop,2,1,1,1.0,0.0,16.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/respeaker-mic-array-v2-0,reSpeaker XMOS XVF3800: 4-Mic Array | Seeed Studio,Direct,desktop,2,2,2,0.5,0.5,2.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/reterminal-5-hmi-cm4108032-all-in-one-modular-design-ips-multi-touch-screen-rich-interfaces,"reTerminal 5"" | Seeed Studio",Organic Search,mobile,2,2,2,1.0,0.0,2.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/seeed-studio-xiao-esp32-series,XIAO Series Module | Seeed Studio,Organic Search,mobile,2,2,2,1.0,0.0,20.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-indicator-series-4-inch-touch-screen-iot-development-platform,SenseCAP Indicator | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,6.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-m2-multi-platform-lorawan-indoor-gateways,LoRaWAN® Multiple-Platform Gateway | Seeed Studio,Organic Search,desktop,2,2,2,0.5,0.5,30.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-one-s500-5-in-1-compact-weather-sensor,5-in-1 Compact Weather Sensor | Seeed Studio,Unassigned,desktop,2,2,2,1.0,0.0,2.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-s2105-lorawan-soil-moisture-temperature-and-ec-sensor,"Soil Moisture, Temperature and EC Sensor | Seeed Studio",AI Assistant,desktop,2,1,2,1.0,0.0,148.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-s2106-lorawan-ph-sensor,pH Sensor | Seeed Studio,Unassigned,desktop,2,2,2,1.0,0.0,7.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-t1000-series-lorawan-tracker,LoRaWAN® Tracker | Seeed Studio,Direct,desktop,2,2,2,1.0,0.0,10.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-watcher-the-physical-ai-agent-for-smarter-spaces,SenseCAP Watcher | Seeed Studio,Direct,desktop,2,2,3,0.3333,0.6667,99.33,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-watcher-the-physical-ai-agent-for-smarter-spaces,SenseCAP Watcher | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,72.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/product/sensecap-watcher-the-physical-ai-agent-for-smarter-spaces,SenseCAP Watcher | Seeed Studio,Organic Search,mobile,2,1,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/purchase,Official Purchase Channels,Referral,desktop,2,2,3,0.6667,0.3333,2.67,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/selection/jetson,Product Selection Assistant,Paid Search,desktop,2,2,3,0.6667,0.3333,10.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/building-energy-management,"Building Energy Management | Multi-Protocol, Local AI",Direct,desktop,2,2,2,0.5,0.5,18.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/building-energy-retrofit,"Building Energy Retrofit | Wireless LoRaWAN, 20% of BMS Cost",Unassigned,desktop,2,0,3,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/campus-safety-management,Campus Safety Management | Tracking with Panic Alarm,Direct,desktop,2,2,2,1.0,0.0,45.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/campus-safety-management,Campus Safety Management | Tracking with Panic Alarm,Referral,mobile,2,1,1,1.0,0.0,24.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/environment-monitoring,"Wireless Environmental Monitoring | LoRaWAN, 4G, RS485",Referral,desktop,2,0,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/hazard-response,Emergency Response Command | Off-Grid Data & Comms,Direct,desktop,2,2,2,1.0,0.0,13.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/indoor-outdoor-positioning,"Indoor-Outdoor Positioning | People & Asset Tracking, SOS",Unassigned,desktop,2,2,2,1.0,0.0,76.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/intelligent-video-analytics,Intelligent Video Analytics | Multi-Camera Edge AI Inference,Organic Social,desktop,2,1,2,0.5,0.5,22.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/intelligent-video-analytics,Intelligent Video Analytics | Multi-Camera Edge AI Inference,Organic Video,mobile,2,2,2,0.5,0.5,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/reference-designs/recamera_sheep_counter_lora,Sheep Counter with LoRa / Meshtastic,Referral,desktop,2,1,2,0.5,0.5,1.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-agriculture-sensing,Smart Agriculture Sensing | Micro-Climate & Soil Moisture,Direct,desktop,2,2,2,1.0,0.0,47.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-agriculture-sensing,Smart Agriculture Sensing | Micro-Climate & Soil Moisture,Direct,mobile,2,2,2,0.5,0.5,9.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-agriculture-sensing,Smart Agriculture Sensing | Micro-Climate & Soil Moisture,Organic Search,mobile,2,1,2,1.0,0.0,64.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-agriculture-sensing,Smart Agriculture Sensing | Micro-Climate & Soil Moisture,Referral,desktop,2,1,1,1.0,0.0,7.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-livestock-farming,Smart Livestock Farming | Environment + AI Animal Health,Referral,desktop,2,2,2,1.0,0.0,35.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-warehouse-management,"Smart Warehouse Management | Voice Control, Local Vision AI",Direct,mobile,2,0,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/smart-warehouse-management,"Smart Warehouse Management | Voice Control, Local Vision AI",Referral,desktop,2,2,2,0.5,0.5,2.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/voicecollectionanalysis,Voice Collection & Analysis | Edge-AI Service Quality Audit,Direct,desktop,2,2,3,0.0,1.0,0.33,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/voicecollectionanalysis,Voice Collection & Analysis | Edge-AI Service Quality Audit,Organic Search,desktop,2,2,2,1.0,0.0,82.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/solutions/voicecollectionanalysis,Voice Collection & Analysis | Edge-AI Service Quality Audit,Unassigned,mobile,2,1,2,0.5,0.5,35.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/woo_proxy/lead,Seeed Studio - The AI Hardware Partner,Referral,desktop,2,2,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.cc,EN,/xiao-series-page,Seeed Studio XIAO – Add AI to Almost Anything,Referral,desktop,2,2,2,1.0,0.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/about-us,About Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,17.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/category/solutions-ja,ソリューション - カテゴリ,Organic Search,mobile,2,1,1,1.0,0.0,45.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/contacts,Contact Us - Seeed Studio,Direct,desktop,2,2,2,1.0,0.0,199.0,2,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/customization,ハードウェアカスタマイズサービス,Organic Search,desktop,2,2,2,1.0,0.0,11.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product-category/products-ja,デバイス別に探す | Seeed Studio - AIハードウェアパートナー,Direct,desktop,2,2,2,1.0,0.0,1.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product-category/robotics-ja,利用シーン別に探す - エンボディードAI | Seeed Studio - AIハードウェアパートナー,Direct,desktop,2,1,1,1.0,0.0,9.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product-category/robotics-ja,利用シーン別に探す - エンボディードAI | Seeed Studio - AIハードウェアパートナー,Organic Search,desktop,2,1,1,1.0,0.0,2.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/home-assistant-green,Home Assistant Green | Seeed Studio,Organic Search,mobile,2,2,2,0.0,1.0,4.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/recamera-2002-series-open-source-ai-camera,reCamera AIカメラ | Seeed Studio,Organic Search,desktop,2,2,3,0.3333,0.6667,14.33,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/recomputer-classic-jetson,reComputer Classic Jetson™ シリーズ | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,20.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/recomputer-industrial-fanless-edge-ai-device-with-jetson-module,reComputer Industrial Jetson™シリーズ | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,20.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/recomputer-super-jetson-series,reComputer Super Jetson™ シリーズ | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,9.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/product/seeed-studio-xiao-esp32-series,XIAO シリーズモジュール | Seeed Studio,Organic Search,mobile,2,2,2,0.5,0.5,18.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/selection/jetson,Product Selection Assistant,Organic Search,desktop,2,1,1,1.0,0.0,57.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/solutions/conversational-voice-ai,オンデバイス音声AI | オフライン音声アシスタント · エッジLLM | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,18.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeed.co.jp,JP,/xiao-series-page,Seeed Studio XIAO – ほぼあらゆるものにAIを,Organic Search,mobile,2,2,2,0.5,0.5,15.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,AI Assistant,desktop,2,2,2,1.0,0.0,25.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/,矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,2,6,6,0.0,1.0,58.83,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,AI Assistant,mobile,2,2,2,0.5,0.5,9.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Organic Search,mobile,2,1,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/about-us,关于我们 – 矽递科技,Unassigned,desktop,2,4,4,0.0,1.0,74.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/category/solutions-zh-hans,解决方案 - 分类,Unassigned,desktop,2,3,3,0.0,1.0,46.67,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/customization,ODM/OEM定制服务,Unassigned,desktop,2,2,2,0.0,1.0,73.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/post/矽递科技合伙人蒋宇应邀出席2025-lora创新论坛，并作《,矽递科技合伙人蒋宇应邀出席2025 LoRa创新论坛，并作《赋能用户，以AI扩展LoRa的更多可能》主题演讲,Organic Search,desktop,2,1,2,0.5,0.5,29.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/ai-camera-zh-hans,按场景 - 安防监控 - AI 网络摄像头 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,2,2,2,1.0,0.0,5.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/ai-computer-zh-hans,按场景 - 具身智能 - AI 计算机 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,2,2,2,1.0,0.0,4.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/collectors-zh-hans,按产品 - 传感器 - 数据采集器(部分含传感器) | 矽递科技 - AI 硬件合作伙伴,Referral,desktop,2,2,2,1.0,0.0,6.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/hmi-zh-hans,按产品 - 屏幕/人机界面 | 矽递科技 - AI 硬件合作伙伴,Organic Search,mobile,2,1,1,1.0,0.0,20.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/hmi-zh-hans,按产品 - 屏幕/人机界面 | 矽递科技 - AI 硬件合作伙伴,Referral,desktop,2,1,1,1.0,0.0,39.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/hmi-zh-hans,按产品 - 屏幕/人机界面 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,2,3,3,0.0,1.0,2.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/lorawan-environmental-sensors-zh-hans,按产品 - 传感器 - LoRa® 环境传感器和网关 | 矽递科技 - AI 硬件合作伙伴,Referral,desktop,2,1,1,1.0,0.0,16.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Referral,desktop,2,1,1,1.0,0.0,131.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/products-zh-hans,按产品 | 矽递科技 - AI 硬件合作伙伴,Unassigned,desktop,2,2,2,0.0,1.0,4.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/security-surveillance-zh-hans,按场景 - 安防监控 | 矽递科技 - AI 硬件合作伙伴,Organic Search,desktop,2,2,2,1.0,0.0,4.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product-category/vision-zh-hans,按场景 - 具身智能 - 视觉 | 矽递科技 - AI 硬件合作伙伴,Referral,desktop,2,1,1,1.0,0.0,104.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/beaglebone-series-board,BeagleBone® 系列 | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,15.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recamera-gimbal-2002w-series-ai-camera-with-adjustable-yaw-pitch,reCamera AI摄像头（带云台） | Seeed Studio,Organic Search,desktop,2,2,3,0.6667,0.3333,29.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recamera-gimbal-2002w-series-ai-camera-with-adjustable-yaw-pitch,reCamera AI摄像头（带云台） | Seeed Studio,Referral,desktop,2,2,2,1.0,0.0,9.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recomputer-classic-jetson,reComputer Classic Jetson™ 系列 | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,113.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recomputer-industrial-fanless-edge-ai-device-with-jetson-module,reComputer Industrial Jetson™ 系列 | Seeed Studio,Direct,desktop,2,1,1,1.0,0.0,28.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recomputer-mini-jetson-series,reComputer Mini Jetson™ 系列 | Seeed Studio,Direct,desktop,2,2,3,0.6667,0.3333,2.67,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/recomputer-mini-jetson-series,reComputer Mini Jetson™ 系列 | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,31.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/reterminal-5-hmi-cm4108032-all-in-one-modular-design-ips-multi-touch-screen-rich-interfaces,"reTerminal 5"" | Seeed Studio",Organic Search,desktop,2,2,2,1.0,0.0,65.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-indicator-series-4-inch-touch-screen-iot-development-platform,SenseCAP Indicator 智能终端 | Seeed Studio,Direct,mobile,2,1,1,1.0,0.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-indicator-series-4-inch-touch-screen-iot-development-platform,SenseCAP Indicator 智能终端 | Seeed Studio,Organic Search,desktop,2,1,1,1.0,0.0,13.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-s2100-lorawan-data-logger-dtu-supports-rs485-analog-gpio-interfaces-lorawan-converter,LoRaWAN无线数据采集器 | Seeed Studio,Organic Search,mobile,2,1,1,1.0,0.0,5.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-s800-8-in-1-compact-weather-sensor,八合一气象环境传感器 | Seeed Studio,Direct,desktop,2,2,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-watcher-the-physical-ai-agent-for-smarter-spaces,SenseCAP Watcher | Seeed Studio,Direct,desktop,2,2,2,0.5,0.5,30.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/product/sensecap-watcher-the-physical-ai-agent-for-smarter-spaces,SenseCAP Watcher | Seeed Studio,Organic Search,desktop,2,2,2,1.0,0.0,2.5,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/solutions/conversational-voice-ai,本地语音对话 AI 方案 | 离线语音助手 · 边缘 LLM | Seeed Studio,Referral,desktop,2,1,1,1.0,0.0,2.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/solutions/reference-designs/ai_lab,AI Lab — Rockchip 边缘 AI 模型库,Direct,desktop,2,1,1,1.0,0.0,50.0,0,0.0,2026-09-03 04:48:11
2026-08-05,2026-08-03,www.seeedstudio.com.cn,CN,/solutions/reference-designs/reachy_claw_voice_robot,对话式桌面机器人,Organic Search,desktop,2,1,2,0.5,0.5,8.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/about-us,About Us – Seeed Studio,AI Assistant,mobile,2,1,1,1.0,0.0,29.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/about-us,About Us – Seeed Studio,Direct,desktop,2,2,2,1.0,0.0,2.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/about-us,About Us – Seeed Studio,Organic Search,mobile,2,2,2,1.0,0.0,7.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/category/solutions,Solutions - Category,Organic Search,desktop,2,2,2,1.0,0.0,4.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/category/solutions,Solutions - Category,Paid Search,desktop,2,2,2,1.0,0.0,15.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/contacts/business,Customization Service | Business Info,Unassigned,desktop,2,3,3,0.0,1.0,4.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/contacts/distributor,Become our Distributor | SeeedStudio Distributor Application Form,Referral,desktop,2,2,2,1.0,0.0,124.0,1,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/customization,Customization Service – Seeed Studio,Referral,desktop,2,2,2,1.0,0.0,54.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/jetson-odm,Customization Service for Nvidia Jetson Robotics and Edge AI Devices,Unassigned,mobile,2,2,2,0.5,0.5,7.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/post/ai-powered-waste-recycling-system-for-environment-pollution-reduction-and-waste-classifying-education,AI-powered Waste Recycling System for Environment Pollution Reduction and Waste Classifying Education,Organic Social,desktop,2,1,2,1.0,0.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/post/field-ready-iiot-solution-precision-animal-husbandry-enabled-by-seeeds-sensecap-lorawan-hardwares-and-machinechats-jedi-one-software,Field-Ready IIoT Solution: Precision Animal Husbandry Enabled by Seeed’s SenseCAP LoRaWAN Hardwares and Machinechat’s JEDI One Software,Unassigned,desktop,2,1,1,1.0,0.0,31.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/post/promote-circular-economy-by-improving-waste-resource-traceability-and-management,Promote Circular Economy by Improving Waste Resource Traceability and Management,Organic Social,desktop,2,1,2,1.0,0.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/post/sensecap-one-s1000-weather-station-and-smart-pole-applications-in-smart-city-scenarios,SenseCAP ONE S1000 Weather Station and Smart Pole Applications in Smart City Scenarios,Organic Social,desktop,2,1,2,1.0,0.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/post/take-timely-action-with-jetson-orin-nx-dealing-with-complex-traffic-control-situation,Take Timely Action with Jetson Orin NX: Dealing with Complex Traffic Control Situation,Direct,desktop,2,2,2,0.0,1.0,0.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/beaglebone,Products - Industrial Computer - BeagleBone® | Seeed Studio - The AI Hardware Partner,Organic Search,desktop,2,2,2,1.0,0.0,9.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/collectors,Products - Sensor - Data Logger | Seeed Studio - The AI Hardware Partner,Referral,desktop,2,2,2,1.0,0.0,2.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/hmi,Products - Display/HMI | Seeed Studio - The AI Hardware Partner,Direct,mobile,2,1,1,1.0,0.0,38.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/lorawan-environmental-sensors,Products - Sensor - LoRa® Sensor Node and Gateway | Seeed Studio - The AI Hardware Partner,Referral,desktop,2,1,1,1.0,0.0,13.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/raspberry-pi,Products - Industrial Computer - Raspberry Pi | Seeed Studio - The AI Hardware Partner,Organic Search,desktop,2,1,1,1.0,0.0,27.0,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/reterminal,Products - Display/HMI - Raspberry Pi | Seeed Studio - The AI Hardware Partner,Direct,desktop,2,2,2,1.0,0.0,3.5,0,0.0,2026-09-03 04:48:11
2026-08-06,2026-08-03,www.seeed.cc,EN,/product-category/robotics,Scenes - Robotics | Seeed Studio - The AI Hardware Partner,Unassigned,desktop,2,2,2,1.0,0.0,1.0,0,0.0,2026-09-03 04:48:11
